f1,match_rate,recall,precision,!f1,filter_rate,!recall,fpr,threshold,!precision,accuracy
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27076,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27078,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.2708,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27081,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27094,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27095,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27096,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.271,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27105,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27106,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27108,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27113,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27114,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27115,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27116,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27117,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27119,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.2712,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27121,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27125,0.637,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.717,0.283,0.27127,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27134,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27136,0.637,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27137,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27139,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27144,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27147,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.2715,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27153,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27155,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27158,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.717,0.283,0.27159,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.718,0.282,0.27163,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27166,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27169,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.2718,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27191,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27192,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27196,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27199,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27202,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27204,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27206,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27209,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.2721,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27213,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27214,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27217,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.2722,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27227,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27228,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27231,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27235,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27236,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27239,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27247,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.718,0.282,0.2725,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27252,0.636,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.718,0.282,0.27254,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.718,0.282,0.27255,0.636,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.718,0.282,0.27257,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.2726,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27263,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27264,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27268,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27274,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27276,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27281,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27284,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27285,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.2729,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27294,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27297,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.273,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27302,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27304,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27315,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27317,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27318,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27319,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27324,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27332,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27337,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27338,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27341,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27342,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27346,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27349,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27351,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27353,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27354,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.719,0.281,0.27357,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.72,0.28,0.27358,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.2736,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27367,0.635,0.98
0.99,0.967,0.988,0.992,0.674,0.033,0.72,0.28,0.27369,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27375,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27376,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.2738,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27384,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27404,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27408,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27409,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27411,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27415,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27422,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27426,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27432,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27434,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27436,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27438,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27441,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27442,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.2745,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.72,0.28,0.27454,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27459,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27462,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.2747,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27472,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27473,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27475,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27479,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27481,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27488,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27489,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27495,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27496,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27497,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27501,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27503,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27511,0.635,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27512,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27513,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27514,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27517,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27519,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27522,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27523,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27526,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27528,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27532,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27534,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.721,0.279,0.27552,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27554,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27557,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27559,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.2756,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27561,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27566,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.2757,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27574,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27575,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27577,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27579,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.2758,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27584,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27587,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27589,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27591,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27593,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27595,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27597,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27603,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27606,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27608,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27609,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27611,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.722,0.278,0.27614,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27615,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27616,0.634,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27617,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27623,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27626,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27629,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27634,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.2764,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27642,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27644,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27648,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.2765,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27652,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27657,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27658,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27661,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27662,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27669,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27671,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.2768,0.633,0.98
0.99,0.967,0.988,0.992,0.675,0.033,0.723,0.277,0.27685,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27688,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27689,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27695,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27698,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.277,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27701,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27703,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.27707,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.723,0.277,0.2772,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27721,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27728,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27731,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27733,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27737,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27738,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27739,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27744,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27746,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27749,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27751,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27752,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27754,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27757,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27758,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27759,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27761,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27765,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27769,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27771,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27773,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27781,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27784,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27785,0.633,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27793,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27803,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.2781,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27811,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.2782,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27826,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27828,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27831,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.724,0.276,0.27838,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.2784,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27842,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27849,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27851,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27853,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27854,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27856,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27858,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27865,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27875,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27876,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27878,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27879,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.2788,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27882,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27883,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27884,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.2789,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27898,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27899,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27903,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27904,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27905,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.2791,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27914,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27924,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27927,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27929,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27931,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27933,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27934,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27939,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.2794,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.725,0.275,0.27943,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27946,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27947,0.632,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27957,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27958,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27961,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27963,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27965,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27969,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27972,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27979,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27985,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27989,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.2799,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27997,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.27999,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28005,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.2801,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28012,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28013,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.2802,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28026,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.2803,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.726,0.274,0.28031,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28034,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.2804,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28041,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28042,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28046,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28047,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.2805,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28052,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28053,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28054,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28059,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28061,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28063,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28065,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28072,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28074,0.63,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28079,0.631,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28085,0.63,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28086,0.63,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28088,0.63,0.98
0.99,0.967,0.987,0.992,0.675,0.033,0.727,0.273,0.28089,0.63,0.98
