f1,match_rate,recall,precision,!f1,filter_rate,!recall,fpr,threshold,!precision,accuracy
0.989,0.987,0.998,0.981,0.504,0.013,0.363,0.637,0.08639,0.829,0.979
0.989,0.987,0.998,0.981,0.504,0.013,0.363,0.637,0.08641,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08642,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08643,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08646,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08648,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08652,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08653,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08654,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08655,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08656,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08657,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08658,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08659,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.0866,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08661,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.363,0.637,0.08662,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.364,0.636,0.08663,0.829,0.979
0.989,0.987,0.998,0.981,0.505,0.013,0.364,0.636,0.08666,0.829,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08667,0.829,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08668,0.829,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08673,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08674,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08675,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08676,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08677,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08678,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08681,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08683,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08686,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08687,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08689,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08693,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08696,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.364,0.636,0.08697,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08698,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08701,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08702,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08703,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08707,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08708,0.828,0.979
0.989,0.987,0.998,0.981,0.506,0.013,0.365,0.635,0.08711,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08713,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08714,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08716,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08717,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08718,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08719,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.0872,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.365,0.635,0.08721,0.828,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08724,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08725,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08726,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08727,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08728,0.827,0.979
0.99,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08729,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.0873,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08731,0.827,0.979
0.989,0.987,0.998,0.981,0.507,0.013,0.366,0.634,0.08732,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08734,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08735,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08736,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08741,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08743,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08744,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08746,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.366,0.634,0.08747,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.0875,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.08751,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.08752,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.08753,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.08754,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.0876,0.827,0.979
0.99,0.987,0.998,0.981,0.508,0.013,0.367,0.633,0.08761,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.367,0.633,0.08762,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.367,0.633,0.08763,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.367,0.633,0.08767,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.367,0.633,0.08768,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.367,0.633,0.08769,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.0877,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08771,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08772,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08773,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08774,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08775,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08776,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08778,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08779,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.0878,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08782,0.827,0.979
0.99,0.987,0.998,0.981,0.509,0.013,0.368,0.632,0.08783,0.827,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08784,0.827,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08785,0.827,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08786,0.827,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08788,0.827,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08789,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.0879,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.368,0.632,0.08791,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08792,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08793,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08795,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08797,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08798,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08799,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.088,0.826,0.979
0.99,0.987,0.998,0.981,0.51,0.013,0.369,0.631,0.08801,0.826,0.979
0.99,0.987,0.998,0.982,0.51,0.013,0.369,0.631,0.08802,0.827,0.979
0.99,0.987,0.998,0.982,0.51,0.013,0.369,0.631,0.08804,0.827,0.979
0.99,0.987,0.998,0.982,0.51,0.013,0.369,0.631,0.08808,0.827,0.98
0.99,0.987,0.998,0.982,0.51,0.013,0.369,0.631,0.08809,0.827,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.369,0.631,0.08811,0.827,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.369,0.631,0.08813,0.827,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.369,0.631,0.08815,0.827,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08819,0.827,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08823,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08824,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08825,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.0883,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08831,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08832,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08833,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08834,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08835,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08837,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08838,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.0884,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08841,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08842,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08843,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08844,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.37,0.63,0.08845,0.826,0.98
0.99,0.987,0.998,0.982,0.511,0.013,0.371,0.629,0.08846,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08848,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08849,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.0885,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08851,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08852,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08855,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08856,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08857,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08859,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.0886,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08861,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08863,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08864,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08865,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08867,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08868,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08869,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.0887,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.371,0.629,0.08872,0.826,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.372,0.628,0.08873,0.825,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.372,0.628,0.08874,0.825,0.98
0.99,0.987,0.998,0.982,0.512,0.013,0.372,0.628,0.08875,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08876,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08877,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08879,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.0888,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08883,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08884,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08885,0.826,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08887,0.826,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08888,0.826,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08889,0.826,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08891,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08894,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08895,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.372,0.628,0.08896,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.373,0.627,0.08897,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.373,0.627,0.08898,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.373,0.627,0.08899,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.373,0.627,0.089,0.825,0.98
0.99,0.987,0.998,0.982,0.513,0.013,0.373,0.627,0.08901,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08902,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08903,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08904,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08905,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08906,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08907,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08908,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08909,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.0891,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08911,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08912,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08913,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08914,0.825,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.373,0.627,0.08916,0.824,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.374,0.626,0.08917,0.824,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.374,0.626,0.08918,0.824,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.374,0.626,0.08919,0.824,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.374,0.626,0.0892,0.824,0.98
0.99,0.987,0.998,0.982,0.514,0.013,0.374,0.626,0.08921,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08922,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08923,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08924,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08925,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08926,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08927,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08928,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08929,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.0893,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08934,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.374,0.626,0.08935,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08936,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08937,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08938,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.0894,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08942,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08944,0.824,0.98
0.99,0.987,0.998,0.982,0.515,0.013,0.375,0.625,0.08945,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.08946,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.08947,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.08948,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.0895,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.08951,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.375,0.625,0.08952,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08954,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08956,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08957,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08958,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08959,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.0896,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08962,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08963,0.824,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08964,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08966,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08971,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08974,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08976,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08977,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08978,0.823,0.98
0.99,0.987,0.998,0.982,0.516,0.013,0.376,0.624,0.08979,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.376,0.624,0.0898,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.376,0.624,0.08981,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08984,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08985,0.824,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08988,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08989,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08992,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08993,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08998,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.08999,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09001,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09002,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09003,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09004,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09005,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09006,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09007,0.823,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09008,0.822,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09009,0.822,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.0901,0.822,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09011,0.822,0.98
0.99,0.987,0.998,0.982,0.517,0.013,0.377,0.623,0.09012,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09014,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09016,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09017,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09018,0.823,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09021,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09022,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09023,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09024,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09026,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09027,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09029,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09031,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09032,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09033,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09034,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09035,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09036,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09037,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.378,0.622,0.09038,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.379,0.621,0.09039,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.379,0.621,0.09041,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.379,0.621,0.09043,0.822,0.98
0.99,0.987,0.998,0.982,0.518,0.013,0.379,0.621,0.09044,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09046,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09047,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09055,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09058,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09064,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09065,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09066,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09067,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09068,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.0907,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09071,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09072,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09073,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09074,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09075,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09076,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.379,0.621,0.09077,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.38,0.62,0.09081,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.38,0.62,0.09082,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.38,0.62,0.09084,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.38,0.62,0.09085,0.822,0.98
0.99,0.987,0.998,0.982,0.519,0.013,0.38,0.62,0.09086,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09087,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09089,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.0909,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09094,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09095,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09096,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09097,0.822,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09101,0.823,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09102,0.823,0.98
0.99,0.987,0.998,0.982,0.52,0.013,0.38,0.62,0.09103,0.823,0.98
