f1,match_rate,recall,precision,!precision,filter_rate,!recall,fpr,threshold,!f1,accuracy
0.038,1.0,1.0,0.02,,0.0,0.0,1.0,0.00214,,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00226,0.0,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00227,0.0,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00228,0.0,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00229,0.0,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00234,0.0,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00235,0.001,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00236,0.001,0.02
0.038,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.00237,0.001,0.02
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.00238,0.002,0.02
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.00239,0.002,0.02
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.0024,0.002,0.02
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.00241,0.002,0.02
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.00242,0.002,0.021
0.038,0.999,1.0,0.02,1.0,0.001,0.001,0.999,0.00243,0.003,0.021
0.038,0.998,1.0,0.02,1.0,0.002,0.002,0.998,0.00244,0.003,0.021
0.038,0.998,1.0,0.02,1.0,0.002,0.002,0.998,0.00245,0.004,0.021
0.038,0.998,1.0,0.02,1.0,0.002,0.002,0.998,0.00246,0.004,0.022
0.038,0.998,1.0,0.02,1.0,0.002,0.002,0.998,0.00247,0.005,0.022
0.038,0.997,1.0,0.02,1.0,0.003,0.003,0.997,0.00248,0.005,0.022
0.038,0.997,1.0,0.02,1.0,0.003,0.003,0.997,0.00249,0.006,0.022
0.038,0.997,1.0,0.02,1.0,0.003,0.003,0.997,0.0025,0.007,0.023
0.038,0.996,1.0,0.02,1.0,0.004,0.004,0.996,0.00251,0.008,0.023
0.038,0.996,1.0,0.02,1.0,0.004,0.004,0.996,0.00252,0.009,0.024
0.038,0.995,1.0,0.02,1.0,0.005,0.005,0.995,0.00253,0.01,0.025
0.038,0.994,1.0,0.02,1.0,0.006,0.006,0.994,0.00254,0.011,0.025
0.038,0.994,1.0,0.02,1.0,0.006,0.006,0.994,0.00255,0.012,0.026
0.039,0.994,1.0,0.02,1.0,0.006,0.007,0.993,0.00256,0.013,0.026
0.039,0.993,1.0,0.02,1.0,0.007,0.007,0.993,0.00257,0.014,0.026
0.039,0.993,1.0,0.02,1.0,0.007,0.008,0.992,0.00258,0.015,0.027
0.039,0.992,1.0,0.02,1.0,0.008,0.009,0.991,0.00259,0.017,0.028
0.039,0.991,1.0,0.02,1.0,0.009,0.009,0.991,0.0026,0.018,0.029
0.039,0.99,1.0,0.02,1.0,0.01,0.01,0.99,0.00261,0.02,0.029
0.039,0.99,1.0,0.02,1.0,0.01,0.011,0.989,0.00262,0.021,0.03
0.039,0.988,1.0,0.02,1.0,0.012,0.012,0.988,0.00263,0.023,0.031
0.039,0.988,1.0,0.02,1.0,0.012,0.012,0.988,0.00264,0.024,0.032
0.039,0.987,1.0,0.02,1.0,0.013,0.013,0.987,0.00265,0.026,0.032
0.039,0.986,1.0,0.02,1.0,0.014,0.014,0.986,0.00266,0.028,0.033
0.039,0.985,1.0,0.02,1.0,0.015,0.015,0.985,0.00267,0.029,0.034
0.039,0.985,1.0,0.02,1.0,0.015,0.016,0.984,0.00268,0.031,0.035
0.039,0.984,1.0,0.02,1.0,0.016,0.016,0.984,0.00269,0.032,0.036
0.039,0.982,1.0,0.02,1.0,0.018,0.018,0.982,0.0027,0.035,0.037
0.039,0.982,1.0,0.02,1.0,0.018,0.019,0.981,0.00271,0.037,0.038
0.039,0.981,1.0,0.02,1.0,0.019,0.019,0.981,0.00272,0.038,0.038
0.039,0.98,1.0,0.02,1.0,0.02,0.02,0.98,0.00273,0.04,0.039
0.039,0.979,1.0,0.02,1.0,0.021,0.021,0.979,0.00274,0.041,0.04
0.039,0.978,1.0,0.02,1.0,0.022,0.022,0.978,0.00275,0.043,0.041
0.039,0.978,1.0,0.02,1.0,0.022,0.023,0.977,0.00276,0.045,0.042
0.039,0.977,1.0,0.02,1.0,0.023,0.024,0.976,0.00277,0.046,0.043
0.039,0.976,1.0,0.02,1.0,0.024,0.024,0.976,0.00278,0.048,0.043
0.039,0.975,1.0,0.02,1.0,0.025,0.025,0.975,0.00279,0.049,0.044
0.039,0.974,1.0,0.02,1.0,0.026,0.026,0.974,0.0028,0.051,0.045
0.039,0.973,1.0,0.02,1.0,0.027,0.027,0.973,0.00281,0.053,0.046
0.039,0.972,1.0,0.02,1.0,0.028,0.028,0.972,0.00282,0.055,0.047
0.039,0.972,1.0,0.02,1.0,0.028,0.029,0.971,0.00283,0.056,0.048
0.039,0.971,1.0,0.02,1.0,0.029,0.03,0.97,0.00284,0.058,0.049
0.039,0.97,1.0,0.02,1.0,0.03,0.031,0.969,0.00285,0.06,0.05
0.039,0.969,1.0,0.02,1.0,0.031,0.032,0.968,0.00286,0.062,0.051
0.04,0.968,1.0,0.02,1.0,0.032,0.033,0.967,0.00287,0.063,0.051
0.04,0.967,1.0,0.02,1.0,0.033,0.033,0.967,0.00288,0.065,0.052
0.04,0.966,1.0,0.02,1.0,0.034,0.035,0.965,0.00289,0.067,0.054
0.04,0.965,1.0,0.02,1.0,0.035,0.035,0.965,0.0029,0.068,0.054
0.04,0.964,1.0,0.02,1.0,0.036,0.036,0.964,0.00291,0.07,0.055
0.04,0.963,1.0,0.02,1.0,0.037,0.038,0.962,0.00292,0.073,0.056
0.04,0.962,1.0,0.02,1.0,0.038,0.039,0.961,0.00293,0.075,0.058
0.04,0.961,1.0,0.02,1.0,0.039,0.04,0.96,0.00294,0.077,0.059
0.04,0.959,1.0,0.02,1.0,0.041,0.041,0.959,0.00295,0.08,0.06
0.04,0.958,1.0,0.02,1.0,0.042,0.043,0.957,0.00296,0.082,0.061
0.04,0.957,1.0,0.02,1.0,0.043,0.044,0.956,0.00297,0.084,0.062
0.04,0.956,1.0,0.02,1.0,0.044,0.045,0.955,0.00298,0.086,0.064
0.04,0.954,1.0,0.02,1.0,0.046,0.046,0.954,0.00299,0.089,0.065
0.04,0.953,1.0,0.02,1.0,0.047,0.048,0.952,0.003,0.092,0.067
0.04,0.951,1.0,0.021,1.0,0.049,0.05,0.95,0.00301,0.095,0.068
0.04,0.949,1.0,0.021,1.0,0.051,0.052,0.948,0.00302,0.098,0.07
0.04,0.948,1.0,0.021,1.0,0.052,0.053,0.947,0.00303,0.101,0.072
0.04,0.946,1.0,0.021,1.0,0.054,0.055,0.945,0.00304,0.105,0.074
0.04,0.944,1.0,0.021,1.0,0.056,0.057,0.943,0.00305,0.108,0.076
0.041,0.943,1.0,0.021,1.0,0.057,0.058,0.942,0.00306,0.11,0.077
0.041,0.941,1.0,0.021,1.0,0.059,0.06,0.94,0.00307,0.114,0.079
0.041,0.939,1.0,0.021,1.0,0.061,0.062,0.938,0.00308,0.116,0.08
0.041,0.938,1.0,0.021,1.0,0.062,0.063,0.937,0.00309,0.118,0.081
0.041,0.936,1.0,0.021,1.0,0.064,0.065,0.935,0.0031,0.122,0.083
0.041,0.935,1.0,0.021,1.0,0.065,0.067,0.933,0.00311,0.125,0.085
0.041,0.933,1.0,0.021,1.0,0.067,0.068,0.932,0.00312,0.127,0.086
0.041,0.932,1.0,0.021,1.0,0.068,0.07,0.93,0.00313,0.13,0.088
0.041,0.93,1.0,0.021,1.0,0.07,0.071,0.929,0.00314,0.133,0.089
0.041,0.929,1.0,0.021,1.0,0.071,0.072,0.928,0.00315,0.135,0.09
0.041,0.928,1.0,0.021,1.0,0.072,0.073,0.927,0.00316,0.137,0.091
0.041,0.927,1.0,0.021,1.0,0.073,0.075,0.925,0.00317,0.139,0.093
0.041,0.926,1.0,0.021,1.0,0.074,0.076,0.924,0.00318,0.141,0.094
0.041,0.925,1.0,0.021,1.0,0.075,0.077,0.923,0.00319,0.143,0.095
0.041,0.923,1.0,0.021,1.0,0.077,0.078,0.922,0.0032,0.145,0.096
0.041,0.922,1.0,0.021,1.0,0.078,0.079,0.921,0.00321,0.147,0.097
0.041,0.921,1.0,0.021,1.0,0.079,0.08,0.92,0.00322,0.149,0.098
0.042,0.92,1.0,0.021,1.0,0.08,0.082,0.918,0.00323,0.151,0.099
0.042,0.919,1.0,0.021,1.0,0.081,0.083,0.917,0.00324,0.152,0.1
0.042,0.918,1.0,0.021,1.0,0.082,0.083,0.917,0.00325,0.154,0.101
0.042,0.917,1.0,0.021,1.0,0.083,0.084,0.916,0.00326,0.155,0.102
0.042,0.917,1.0,0.021,1.0,0.083,0.085,0.915,0.00327,0.157,0.103
0.042,0.916,1.0,0.021,1.0,0.084,0.086,0.914,0.00328,0.159,0.104
0.042,0.915,1.0,0.021,1.0,0.085,0.087,0.913,0.00329,0.16,0.105
0.042,0.914,1.0,0.021,1.0,0.086,0.088,0.912,0.0033,0.162,0.106
0.042,0.913,1.0,0.021,1.0,0.087,0.089,0.911,0.00331,0.163,0.107
0.042,0.911,1.0,0.021,1.0,0.089,0.09,0.91,0.00332,0.166,0.108
0.042,0.91,1.0,0.021,1.0,0.09,0.092,0.908,0.00333,0.168,0.109
0.042,0.909,1.0,0.021,1.0,0.091,0.093,0.907,0.00334,0.17,0.11
0.042,0.908,1.0,0.021,1.0,0.092,0.094,0.906,0.00335,0.172,0.112
0.042,0.906,1.0,0.022,1.0,0.094,0.095,0.905,0.00336,0.174,0.113
0.042,0.905,1.0,0.022,1.0,0.095,0.097,0.903,0.00337,0.177,0.115
0.042,0.904,1.0,0.022,1.0,0.096,0.098,0.902,0.00338,0.179,0.116
0.042,0.903,1.0,0.022,1.0,0.097,0.099,0.901,0.00339,0.181,0.117
0.042,0.901,1.0,0.022,1.0,0.099,0.101,0.899,0.0034,0.184,0.119
0.042,0.899,1.0,0.022,1.0,0.101,0.103,0.897,0.00341,0.187,0.121
0.043,0.897,1.0,0.022,1.0,0.103,0.105,0.895,0.00342,0.19,0.123
0.043,0.895,1.0,0.022,1.0,0.105,0.107,0.893,0.00343,0.193,0.124
0.043,0.894,1.0,0.022,1.0,0.106,0.108,0.892,0.00344,0.196,0.126
0.043,0.892,1.0,0.022,1.0,0.108,0.11,0.89,0.00345,0.199,0.128
0.043,0.89,1.0,0.022,1.0,0.11,0.113,0.887,0.00346,0.202,0.13
0.043,0.887,1.0,0.022,1.0,0.113,0.115,0.885,0.00347,0.207,0.132
0.043,0.885,1.0,0.022,1.0,0.115,0.118,0.882,0.00348,0.21,0.135
0.043,0.882,1.0,0.022,1.0,0.118,0.12,0.88,0.00349,0.215,0.138
0.043,0.879,1.0,0.022,1.0,0.121,0.124,0.876,0.0035,0.22,0.141
0.044,0.876,1.0,0.022,1.0,0.124,0.126,0.874,0.00351,0.225,0.144
0.044,0.873,1.0,0.022,1.0,0.127,0.129,0.871,0.00352,0.229,0.146
0.044,0.871,1.0,0.022,1.0,0.129,0.132,0.868,0.00353,0.233,0.149
0.044,0.868,1.0,0.022,1.0,0.132,0.135,0.865,0.00354,0.237,0.151
0.044,0.865,1.0,0.023,1.0,0.135,0.137,0.863,0.00355,0.242,0.154
0.044,0.863,1.0,0.023,1.0,0.137,0.14,0.86,0.00356,0.246,0.157
0.044,0.86,1.0,0.023,1.0,0.14,0.143,0.857,0.00357,0.25,0.16
0.044,0.857,1.0,0.023,1.0,0.143,0.146,0.854,0.00358,0.254,0.162
0.045,0.855,1.0,0.023,1.0,0.145,0.148,0.852,0.00359,0.258,0.165
0.045,0.852,1.0,0.023,1.0,0.148,0.151,0.849,0.0036,0.262,0.167
0.045,0.85,1.0,0.023,1.0,0.15,0.153,0.847,0.00361,0.265,0.169
0.045,0.848,1.0,0.023,1.0,0.152,0.156,0.844,0.00362,0.269,0.172
0.045,0.845,1.0,0.023,1.0,0.155,0.158,0.842,0.00363,0.273,0.175
0.045,0.842,1.0,0.023,1.0,0.158,0.161,0.839,0.00364,0.278,0.178
0.045,0.84,1.0,0.023,1.0,0.16,0.164,0.836,0.00365,0.281,0.18
0.046,0.836,1.0,0.023,1.0,0.164,0.167,0.833,0.00366,0.286,0.183
0.046,0.834,1.0,0.023,1.0,0.166,0.169,0.831,0.00367,0.289,0.185
0.046,0.831,1.0,0.023,1.0,0.169,0.172,0.828,0.00368,0.294,0.188
0.046,0.829,1.0,0.024,1.0,0.171,0.175,0.825,0.00369,0.297,0.191
0.046,0.826,1.0,0.024,1.0,0.174,0.177,0.823,0.0037,0.301,0.193
0.046,0.824,1.0,0.024,1.0,0.176,0.18,0.82,0.00371,0.304,0.196
0.046,0.821,1.0,0.024,1.0,0.179,0.182,0.818,0.00372,0.308,0.198
0.047,0.819,1.0,0.024,1.0,0.181,0.185,0.815,0.00373,0.312,0.2
0.047,0.816,1.0,0.024,1.0,0.184,0.187,0.813,0.00374,0.316,0.203
0.047,0.814,1.0,0.024,1.0,0.186,0.19,0.81,0.00375,0.319,0.206
0.047,0.811,1.0,0.024,1.0,0.189,0.192,0.808,0.00376,0.323,0.208
0.047,0.809,1.0,0.024,1.0,0.191,0.195,0.805,0.00377,0.327,0.211
0.047,0.806,1.0,0.024,1.0,0.194,0.198,0.802,0.00378,0.33,0.213
0.047,0.804,1.0,0.024,1.0,0.196,0.2,0.8,0.00379,0.333,0.216
0.048,0.801,1.0,0.024,1.0,0.199,0.203,0.797,0.0038,0.338,0.219
0.048,0.798,1.0,0.024,1.0,0.202,0.206,0.794,0.00381,0.341,0.221
0.048,0.796,1.0,0.025,1.0,0.204,0.209,0.791,0.00382,0.345,0.224
0.048,0.793,1.0,0.025,1.0,0.207,0.211,0.789,0.00383,0.349,0.227
0.048,0.79,1.0,0.025,1.0,0.21,0.214,0.786,0.00384,0.353,0.229
0.048,0.788,1.0,0.025,1.0,0.212,0.216,0.784,0.00385,0.356,0.232
0.048,0.785,1.0,0.025,1.0,0.215,0.219,0.781,0.00386,0.359,0.234
0.049,0.783,1.0,0.025,1.0,0.217,0.221,0.779,0.00387,0.362,0.236
0.049,0.781,1.0,0.025,1.0,0.219,0.224,0.776,0.00388,0.365,0.239
0.049,0.778,1.0,0.025,1.0,0.222,0.226,0.774,0.00389,0.369,0.241
0.049,0.775,1.0,0.025,1.0,0.225,0.229,0.771,0.0039,0.373,0.244
0.049,0.773,1.0,0.025,1.0,0.227,0.231,0.769,0.00391,0.375,0.246
0.049,0.771,1.0,0.025,1.0,0.229,0.234,0.766,0.00392,0.379,0.249
0.049,0.769,1.0,0.025,1.0,0.231,0.236,0.764,0.00393,0.382,0.251
0.05,0.766,1.0,0.025,1.0,0.234,0.238,0.762,0.00394,0.385,0.253
0.05,0.764,1.0,0.026,1.0,0.236,0.241,0.759,0.00395,0.388,0.255
0.05,0.761,1.0,0.026,1.0,0.239,0.243,0.757,0.00396,0.391,0.258
0.05,0.759,1.0,0.026,1.0,0.241,0.246,0.754,0.00397,0.395,0.26
0.05,0.757,1.0,0.026,1.0,0.243,0.248,0.752,0.00398,0.397,0.263
0.05,0.755,1.0,0.026,1.0,0.245,0.25,0.75,0.00399,0.4,0.265
0.051,0.752,1.0,0.026,1.0,0.248,0.253,0.747,0.004,0.403,0.267
0.051,0.75,1.0,0.026,1.0,0.25,0.255,0.745,0.00401,0.406,0.269
0.051,0.748,1.0,0.026,1.0,0.252,0.257,0.743,0.00402,0.408,0.271
0.051,0.746,1.0,0.026,1.0,0.254,0.259,0.741,0.00403,0.412,0.274
0.051,0.744,1.0,0.026,1.0,0.256,0.261,0.739,0.00404,0.414,0.276
0.051,0.742,1.0,0.026,1.0,0.258,0.264,0.736,0.00405,0.417,0.278
0.051,0.739,1.0,0.026,1.0,0.261,0.266,0.734,0.00406,0.421,0.281
0.052,0.737,1.0,0.026,1.0,0.263,0.268,0.732,0.00407,0.423,0.282
0.052,0.735,1.0,0.027,1.0,0.265,0.27,0.73,0.00408,0.426,0.285
0.052,0.733,1.0,0.027,1.0,0.267,0.272,0.728,0.00409,0.428,0.286
0.052,0.731,1.0,0.027,1.0,0.269,0.274,0.726,0.0041,0.43,0.288
0.052,0.729,1.0,0.027,1.0,0.271,0.276,0.724,0.00411,0.433,0.29
0.052,0.727,1.0,0.027,1.0,0.273,0.279,0.721,0.00412,0.436,0.293
0.052,0.724,1.0,0.027,1.0,0.276,0.281,0.719,0.00413,0.439,0.295
0.053,0.723,1.0,0.027,1.0,0.277,0.283,0.717,0.00414,0.441,0.297
0.053,0.72,1.0,0.027,1.0,0.28,0.285,0.715,0.00415,0.444,0.299
0.053,0.719,1.0,0.027,1.0,0.281,0.287,0.713,0.00416,0.446,0.301
0.053,0.717,1.0,0.027,1.0,0.283,0.288,0.712,0.00417,0.448,0.302
0.053,0.716,1.0,0.027,1.0,0.284,0.29,0.71,0.00418,0.449,0.304
0.053,0.714,1.0,0.027,1.0,0.286,0.292,0.708,0.00419,0.452,0.306
0.053,0.712,1.0,0.027,1.0,0.288,0.294,0.706,0.0042,0.454,0.307
0.053,0.71,1.0,0.027,1.0,0.29,0.296,0.704,0.00421,0.456,0.309
0.054,0.708,1.0,0.028,1.0,0.292,0.298,0.702,0.00422,0.459,0.312
0.054,0.706,1.0,0.028,1.0,0.294,0.3,0.7,0.00423,0.461,0.314
0.054,0.705,1.0,0.028,1.0,0.295,0.301,0.699,0.00424,0.463,0.315
0.054,0.703,1.0,0.028,1.0,0.297,0.303,0.697,0.00425,0.465,0.316
0.054,0.701,1.0,0.028,1.0,0.299,0.305,0.695,0.00426,0.467,0.318
0.054,0.7,1.0,0.028,1.0,0.3,0.306,0.694,0.00427,0.469,0.32
0.054,0.698,1.0,0.028,1.0,0.302,0.308,0.692,0.00428,0.47,0.321
0.054,0.697,1.0,0.028,1.0,0.303,0.309,0.691,0.00429,0.472,0.322
0.055,0.695,1.0,0.028,1.0,0.305,0.311,0.689,0.0043,0.474,0.324
0.055,0.694,1.0,0.028,1.0,0.306,0.313,0.687,0.00431,0.476,0.326
0.055,0.692,1.0,0.028,1.0,0.308,0.314,0.686,0.00432,0.478,0.327
0.055,0.691,1.0,0.028,1.0,0.309,0.315,0.685,0.00433,0.479,0.329
0.055,0.689,1.0,0.028,1.0,0.311,0.317,0.683,0.00434,0.481,0.33
0.055,0.687,1.0,0.028,1.0,0.313,0.319,0.681,0.00435,0.484,0.332
0.055,0.685,1.0,0.028,1.0,0.315,0.321,0.679,0.00436,0.486,0.334
0.055,0.684,1.0,0.029,1.0,0.316,0.323,0.677,0.00437,0.488,0.336
0.056,0.682,1.0,0.029,1.0,0.318,0.324,0.676,0.00438,0.49,0.337
0.056,0.68,1.0,0.029,1.0,0.32,0.326,0.674,0.00439,0.492,0.34
0.056,0.678,1.0,0.029,1.0,0.322,0.328,0.672,0.0044,0.494,0.341
0.056,0.677,1.0,0.029,1.0,0.323,0.329,0.671,0.00441,0.495,0.342
0.056,0.676,1.0,0.029,1.0,0.324,0.331,0.669,0.00442,0.497,0.344
0.056,0.675,1.0,0.029,1.0,0.325,0.332,0.668,0.00443,0.498,0.345
0.056,0.673,1.0,0.029,1.0,0.327,0.333,0.667,0.00444,0.5,0.346
0.056,0.672,1.0,0.029,1.0,0.328,0.335,0.665,0.00445,0.502,0.348
0.057,0.67,1.0,0.029,1.0,0.33,0.336,0.664,0.00446,0.503,0.349
0.057,0.668,1.0,0.029,1.0,0.332,0.339,0.661,0.00447,0.506,0.352
0.057,0.667,1.0,0.029,1.0,0.333,0.34,0.66,0.00448,0.508,0.353
0.057,0.665,1.0,0.029,1.0,0.335,0.342,0.658,0.00449,0.509,0.355
0.057,0.663,1.0,0.029,1.0,0.337,0.344,0.656,0.0045,0.511,0.356
0.057,0.662,1.0,0.029,1.0,0.338,0.345,0.655,0.00451,0.513,0.358
0.057,0.661,1.0,0.03,1.0,0.339,0.346,0.654,0.00452,0.514,0.359
0.058,0.659,1.0,0.03,1.0,0.341,0.348,0.652,0.00453,0.516,0.361
0.058,0.657,1.0,0.03,1.0,0.343,0.349,0.651,0.00454,0.518,0.362
0.058,0.656,1.0,0.03,1.0,0.344,0.351,0.649,0.00455,0.519,0.363
0.058,0.655,1.0,0.03,1.0,0.345,0.352,0.648,0.00456,0.521,0.365
0.058,0.653,1.0,0.03,1.0,0.347,0.354,0.646,0.00457,0.523,0.366
0.058,0.651,1.0,0.03,1.0,0.349,0.356,0.644,0.00458,0.525,0.368
0.058,0.65,1.0,0.03,1.0,0.35,0.357,0.643,0.00459,0.526,0.369
0.058,0.648,1.0,0.03,1.0,0.352,0.359,0.641,0.0046,0.528,0.371
0.058,0.647,1.0,0.03,1.0,0.353,0.36,0.64,0.00461,0.529,0.372
0.059,0.646,1.0,0.03,1.0,0.354,0.361,0.639,0.00462,0.531,0.374
0.059,0.644,1.0,0.03,1.0,0.356,0.363,0.637,0.00463,0.533,0.375
0.059,0.643,1.0,0.03,1.0,0.357,0.364,0.636,0.00464,0.534,0.377
0.059,0.642,1.0,0.03,1.0,0.358,0.365,0.635,0.00465,0.535,0.378
0.059,0.641,1.0,0.03,1.0,0.359,0.366,0.634,0.00466,0.536,0.379
0.059,0.64,1.0,0.03,1.0,0.36,0.367,0.633,0.00467,0.537,0.38
0.059,0.638,1.0,0.031,1.0,0.362,0.369,0.631,0.00468,0.539,0.381
0.059,0.636,1.0,0.031,1.0,0.364,0.371,0.629,0.00469,0.541,0.383
0.06,0.635,1.0,0.031,1.0,0.365,0.372,0.628,0.0047,0.542,0.384
0.06,0.634,1.0,0.031,1.0,0.366,0.373,0.627,0.00471,0.544,0.386
0.06,0.633,1.0,0.031,1.0,0.367,0.375,0.625,0.00472,0.545,0.387
0.06,0.631,1.0,0.031,1.0,0.369,0.376,0.624,0.00473,0.547,0.388
0.06,0.63,1.0,0.031,1.0,0.37,0.377,0.623,0.00474,0.548,0.389
0.06,0.629,1.0,0.031,1.0,0.371,0.378,0.622,0.00475,0.549,0.39
0.06,0.628,1.0,0.031,1.0,0.372,0.379,0.621,0.00476,0.55,0.391
0.06,0.627,1.0,0.031,1.0,0.373,0.38,0.62,0.00477,0.551,0.392
0.06,0.626,1.0,0.031,1.0,0.374,0.381,0.619,0.00478,0.552,0.393
0.061,0.625,1.0,0.031,1.0,0.375,0.383,0.617,0.00479,0.554,0.395
0.061,0.623,1.0,0.031,1.0,0.377,0.384,0.616,0.0048,0.555,0.396
0.061,0.622,1.0,0.031,1.0,0.378,0.385,0.615,0.00481,0.556,0.397
0.061,0.621,1.0,0.031,1.0,0.379,0.386,0.614,0.00482,0.557,0.398
0.061,0.62,1.0,0.031,1.0,0.38,0.387,0.613,0.00483,0.558,0.399
0.061,0.619,1.0,0.031,1.0,0.381,0.388,0.612,0.00484,0.559,0.4
0.061,0.618,1.0,0.032,1.0,0.382,0.39,0.61,0.00485,0.561,0.401
0.061,0.617,1.0,0.032,1.0,0.383,0.391,0.609,0.00486,0.562,0.403
0.061,0.616,1.0,0.032,1.0,0.384,0.392,0.608,0.00487,0.563,0.404
0.061,0.615,1.0,0.032,1.0,0.385,0.392,0.608,0.00488,0.564,0.404
0.062,0.614,1.0,0.032,1.0,0.386,0.393,0.607,0.00489,0.565,0.405
0.062,0.613,1.0,0.032,1.0,0.387,0.395,0.605,0.0049,0.566,0.406
0.062,0.613,0.999,0.032,1.0,0.387,0.395,0.605,0.00491,0.566,0.407
0.062,0.612,0.999,0.032,1.0,0.388,0.396,0.604,0.00492,0.567,0.407
0.062,0.611,0.999,0.032,1.0,0.389,0.397,0.603,0.00493,0.568,0.409
0.062,0.61,0.999,0.032,1.0,0.39,0.398,0.602,0.00494,0.569,0.41
0.062,0.609,0.999,0.032,1.0,0.391,0.399,0.601,0.00495,0.57,0.411
0.062,0.607,0.999,0.032,1.0,0.393,0.4,0.6,0.00496,0.572,0.412
0.062,0.606,0.999,0.032,1.0,0.394,0.401,0.599,0.00497,0.573,0.413
0.062,0.606,0.999,0.032,1.0,0.394,0.402,0.598,0.00498,0.574,0.414
0.062,0.605,0.999,0.032,1.0,0.395,0.403,0.597,0.00499,0.574,0.415
0.063,0.604,0.999,0.032,1.0,0.396,0.404,0.596,0.005,0.575,0.415
0.063,0.603,0.999,0.032,1.0,0.397,0.405,0.595,0.00501,0.576,0.416
0.063,0.602,0.999,0.032,1.0,0.398,0.406,0.594,0.00502,0.577,0.417
0.063,0.601,0.999,0.032,1.0,0.399,0.406,0.594,0.00503,0.578,0.418
0.063,0.601,0.999,0.032,1.0,0.399,0.407,0.593,0.00504,0.579,0.419
0.063,0.6,0.999,0.032,1.0,0.4,0.408,0.592,0.00505,0.579,0.419
0.063,0.599,0.999,0.033,1.0,0.401,0.409,0.591,0.00506,0.58,0.42
0.063,0.598,0.999,0.033,1.0,0.402,0.41,0.59,0.00507,0.581,0.421
0.063,0.597,0.999,0.033,1.0,0.403,0.411,0.589,0.00508,0.582,0.422
0.063,0.597,0.999,0.033,1.0,0.403,0.411,0.589,0.00509,0.583,0.423
0.063,0.596,0.999,0.033,1.0,0.404,0.412,0.588,0.0051,0.583,0.423
0.063,0.595,0.999,0.033,1.0,0.405,0.413,0.587,0.00511,0.584,0.424
0.064,0.594,0.999,0.033,1.0,0.406,0.414,0.586,0.00512,0.585,0.425
0.064,0.594,0.999,0.033,1.0,0.406,0.415,0.585,0.00513,0.586,0.426
0.064,0.593,0.999,0.033,1.0,0.407,0.416,0.584,0.00514,0.587,0.427
0.064,0.592,0.999,0.033,1.0,0.408,0.416,0.584,0.00515,0.588,0.428
0.064,0.591,0.999,0.033,1.0,0.409,0.417,0.583,0.00516,0.589,0.429
0.064,0.59,0.999,0.033,1.0,0.41,0.418,0.582,0.00517,0.59,0.429
0.064,0.589,0.999,0.033,1.0,0.411,0.419,0.581,0.00518,0.591,0.43
0.064,0.588,0.999,0.033,1.0,0.412,0.42,0.58,0.00519,0.592,0.431
0.064,0.587,0.999,0.033,1.0,0.413,0.421,0.579,0.0052,0.592,0.432
0.064,0.587,0.999,0.033,1.0,0.413,0.422,0.578,0.00521,0.593,0.433
0.064,0.586,0.999,0.033,1.0,0.414,0.422,0.578,0.00522,0.594,0.433
0.064,0.585,0.999,0.033,1.0,0.415,0.423,0.577,0.00523,0.594,0.434
0.065,0.585,0.999,0.033,1.0,0.415,0.423,0.577,0.00524,0.595,0.435
0.065,0.584,0.999,0.033,1.0,0.416,0.424,0.576,0.00525,0.596,0.435
0.065,0.583,0.999,0.033,1.0,0.417,0.425,0.575,0.00526,0.596,0.436
0.065,0.583,0.999,0.033,1.0,0.417,0.426,0.574,0.00527,0.597,0.437
0.065,0.582,0.999,0.034,1.0,0.418,0.426,0.574,0.00528,0.598,0.438
0.065,0.581,0.999,0.034,1.0,0.419,0.427,0.573,0.00529,0.599,0.438
0.065,0.58,0.999,0.034,1.0,0.42,0.428,0.572,0.0053,0.599,0.439
0.065,0.58,0.999,0.034,1.0,0.42,0.429,0.571,0.00531,0.6,0.44
0.065,0.579,0.999,0.034,1.0,0.421,0.429,0.571,0.00532,0.601,0.44
0.065,0.578,0.999,0.034,1.0,0.422,0.43,0.57,0.00533,0.601,0.441
0.065,0.578,0.999,0.034,1.0,0.422,0.431,0.569,0.00534,0.602,0.442
0.065,0.577,0.999,0.034,1.0,0.423,0.431,0.569,0.00535,0.603,0.442
0.065,0.576,0.999,0.034,1.0,0.424,0.432,0.568,0.00536,0.603,0.443
0.066,0.575,0.999,0.034,1.0,0.425,0.433,0.567,0.00537,0.604,0.444
0.066,0.575,0.999,0.034,1.0,0.425,0.434,0.566,0.00538,0.605,0.445
